year_film,year_ceremony,ceremony,category,name,film,winner
1978,1979,51,Oscar Cinematography,Nestor Almendros,Days of Heaven,True
1978,1979,51,Oscar Costume Design,Anthony Powell,Death on the Nile,True
1978,1979,51,Oscar Directing,Michael Cimino,The Deer Hunter,True
1978,1979,51,Oscar Documentary,"Arnold Shapiro, Producer",Scared Straight!,True
1978,1979,51,Oscar Documentary,"Jacqueline Phillips Shedd and Ben Shedd, Producers",The Flight of the Gossamer Condor,True
1978,1979,51,Oscar Film Editing,Peter Zinner,The Deer Hunter,True
1978,1979,51,Oscar Foreign Language Film,France,Get Out Your Handkerchiefs,True
1978,1979,51,Oscar Music,Joe Renzetti,The Buddy Holly Story,True
1978,1979,51,Oscar Music,Giorgio Moroder,Midnight Express,True
1978,1979,51,Oscar Music,Music and Lyrics by Paul Jabara,Thank God It's Friday,True
1978,1979,51,Oscar Best Picture,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers",The Deer Hunter,True
1978,1979,51,Oscar Short Film,"Eunice Macaulay and John Weldon, Producers",Special Delivery,True
1978,1979,51,Oscar Short Film,"Taylor Hackford, Producer",Teenage Father,True
1978,1979,51,Oscar Sound,"Richard Portman, William McCaughey, Aaron Rochin, Darin Knight",The Deer Hunter,True
1978,1979,51,Oscar Writing,Oliver Stone,Midnight Express,True
1978,1979,51,Oscar Writing,"Story by Nancy Dowd;  Screenplay by Waldo Salt, Robert C. Jones",Coming Home,True
1978,1979,51,Oscar Special Achievement Award,"Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zoran Perisic",Superman,True
1979,1980,52,Oscar Actor In A Leading Role,Dustin Hoffman,Kramer vs. Kramer,True
1979,1980,52,Oscar Actor In A Supporting Role,Melvyn Douglas,Being There,True
1979,1980,52,Oscar Actress In A Leading Role,Sally Field,Norma Rae,True
1979,1980,52,Oscar Actress In A Supporting Role,Meryl Streep,Kramer vs. Kramer,True
1979,1980,52,Oscar Art Direction,"Art Direction:  Philip Rosenberg, Tony Walton;  Set Decoration:  Edward Stewart, Gary Brink",All That Jazz,True
1979,1980,52,Oscar Cinematography,Vittorio Storaro,Apocalypse Now,True
1979,1980,52,Oscar Costume Design,Albert Wolsky,All That Jazz,True
1979,1980,52,Oscar Directing,Robert Benton,Kramer vs. Kramer,True
1979,1980,52,Oscar Documentary,"Ira Wohl, Producer",Best Boy,True
1979,1980,52,Oscar Documentary,"Saul J. Turell, Producer",Paul Robeson: Tribute to an Artist,True
1979,1980,52,Oscar Film Editing,Alan Heim,All That Jazz,True
1979,1980,52,Oscar Foreign Language Film,Federal Republic of Germany,The Tin Drum,True
1979,1980,52,Oscar Music,Georges Delerue,A Little Romance,True
1979,1980,52,Oscar Music,Adaptation Score by Ralph Burns,All That Jazz,True
1979,1980,52,Oscar Music,Music by David Shire; Lyric by Norman Gimbel,Norma Rae,True
1979,1980,52,Oscar Best Picture,"Stanley R. Jaffe, Producer",Kramer vs. Kramer,True
1979,1980,52,Oscar Short Film,"Derek Lamb, Producer",Every Child,True
1979,1980,52,Oscar Short Film,"Sarah Pillsbury and Ron Ellis, Producers",Board and Care,True
1979,1980,52,Oscar Sound,"Walter Murch, Mark Berger, Richard Beggs, Nat Boxer",Apocalypse Now,True
1979,1980,52,Oscar Visual Effects,"H.R. Giger, Carlo Rambaldi, Brian Johnson, Nick Allder, Denys Ayling",Alien,True
1979,1980,52,Oscar Writing,Robert Benton,Kramer vs. Kramer,True
1979,1980,52,Oscar Writing,Steve Tesich,Breaking Away,True
1979,1980,52,Oscar Special Achievement Award,Alan Splet,The Black Stallion,True
1980,1981,53,Oscar Actor In A Leading Role,Robert De Niro,Raging Bull,True
1980,1981,53,Oscar Actor In A Supporting Role,Timothy Hutton,Ordinary People,True
1980,1981,53,Oscar Actress In A Leading Role,Sissy Spacek,Coal Miner's Daughter,True
1980,1981,53,Oscar Actress In A Supporting Role,Mary Steenburgen,Melvin and Howard,True
1980,1981,53,Oscar Art Direction,"Art Direction:  Pierre Guffroy, Jack Stephens",Tess,True
1980,1981,53,Oscar Cinematography,"Geoffrey Unsworth, Ghislain Cloquet",Tess,True
1980,1981,53,Oscar Costume Design,Anthony Powell,Tess,True
1980,1981,53,Oscar Directing,Robert Redford,Ordinary People,True
1980,1981,53,Oscar Documentary,"Murray Lerner, Producer",From Mao to Mozart: Isaac Stern in China,True
1980,1981,53,Oscar Documentary,"Roland Hallé and Peter W. Ladue, Producers",Karl Hess: Toward Liberty,True
1980,1981,53,Oscar Film Editing,Thelma Schoonmaker,Raging Bull,True
1980,1981,53,Oscar Foreign Language Film,Union of Soviet Socialist Republics,Moscow Does Not Believe in Tears,True
1980,1981,53,Oscar Music,Michael Gore,Fame,True
1980,1981,53,Oscar Music,Music by Michael Gore; Lyric by Dean Pitchford,Fame,True
1980,1981,53,Oscar Best Picture,"Ronald L. Schwary, Producer",Ordinary People,True
1980,1981,53,Oscar Short Film,"Ferenc Rofusz, Producer",The Fly,True
1980,1981,53,Oscar Short Film,"Lloyd Phillips, Producer",The Dollar Bottom,True
1980,1981,53,Oscar Sound,"Bill Varney, Steve Maslow, Gregg Landaker, Peter Sutton",The Empire Strikes Back,True
1980,1981,53,Oscar Writing,Alvin Sargent,Ordinary People,True
1980,1981,53,Oscar Writing,Bo Goldman,Melvin and Howard,True
1980,1981,53,Oscar Special Achievement Award,"Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson",The Empire Strikes Back,True
1981,1982,54,Oscar Actor In A Leading Role,Henry Fonda,On Golden Pond,True
1981,1982,54,Oscar Actor In A Supporting Role,John Gielgud,Arthur,True
1981,1982,54,Oscar Actress In A Leading Role,Katharine Hepburn,On Golden Pond,True
1981,1982,54,Oscar Actress In A Supporting Role,Maureen Stapleton,Reds,True
1981,1982,54,Oscar Art Direction,"Art Direction:  Norman Reynolds, Leslie Dilley;  Set Decoration:  Michael Ford",Raiders of the Lost Ark,True
1981,1982,54,Oscar Cinematography,Vittorio Storaro,Reds,True
1981,1982,54,Oscar Costume Design,Milena Canonero,Chariots of Fire,True
1981,1982,54,Oscar Directing,Warren Beatty,Reds,True
1981,1982,54,Oscar Documentary,"Arnold Schwartzman and Rabbi Marvin Hier, Producers",Genocide,True
1981,1982,54,Oscar Documentary,"Nigel Noble, Producer",Close Harmony,True
1981,1982,54,Oscar Film Editing,Michael Kahn,Raiders of the Lost Ark,True
1981,1982,54,Oscar Foreign Language Film,Hungary,Mephisto,True
1981,1982,54,Oscar Makeup,Rick Baker,An American Werewolf in London,True
1981,1982,54,Oscar Music,Vangelis,Chariots of Fire,True
1981,1982,54,Oscar Music,"Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen",Arthur,True
1981,1982,54,Oscar Best Picture,"David Puttnam, Producer",Chariots of Fire,True
1981,1982,54,Oscar Short Film,"Frédéric Back, Producer",Crac,True
1981,1982,54,Oscar Short Film,"Paul Kemp and Shelley Levinson, Producers",Violet,True
1981,1982,54,Oscar Sound,"Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman",Raiders of the Lost Ark,True
1981,1982,54,Oscar Visual Effects,"Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston",Raiders of the Lost Ark,True
1981,1982,54,Oscar Writing,Ernest Thompson,On Golden Pond,True
1981,1982,54,Oscar Writing,Colin Welland,Chariots of Fire,True
1981,1982,54,Oscar Special Achievement Award,"Ben Burtt, Richard L. Anderson",Raiders of the Lost Ark,True
1982,1983,55,Oscar Actor In A Leading Role,Ben Kingsley,Gandhi,True
1982,1983,55,Oscar Actor In A Supporting Role,"Louis Gossett, Jr.",An Officer and a Gentleman,True
1982,1983,55,Oscar Actress In A Leading Role,Meryl Streep,Sophie's Choice,True
1982,1983,55,Oscar Actress In A Supporting Role,Jessica Lange,Tootsie,True
1982,1983,55,Oscar Art Direction,"Art Direction:  Stuart Craig, Bob Laing;  Set Decoration:  Michael Seirton",Gandhi,True
1982,1983,55,Oscar Cinematography,"Billy Williams, Ronnie Taylor",Gandhi,True
1982,1983,55,Oscar Costume Design,"John Mollo, Bhanu Athaiya",Gandhi,True
1982,1983,55,Oscar Directing,Richard Attenborough,Gandhi,True
1982,1983,55,Oscar Documentary,"John Zaritsky, Producer",Just Another Missing Kid,True
1982,1983,55,Oscar Documentary,"Edward Le Lorrain and Terri Nash, Producers",If You Love This Planet,True
1982,1983,55,Oscar Film Editing,John Bloom,Gandhi,True
1982,1983,55,Oscar Foreign Language Film,Spain,Volver a Empezar ('To Begin Again'),True
1982,1983,55,Oscar Makeup,"Sarah Monzani, Michèle Burke",Quest for Fire,True
1982,1983,55,Oscar Music,John Williams,E.T. The Extra-Terrestrial,True
1982,1983,55,Oscar Music,Song Score by Henry Mancini and Leslie Bricusse; Adaptation Score by Henry Mancini,Victor/Victoria,True
1982,1983,55,Oscar Music,Music by Jack Nitzsche and Buffy Sainte-Marie; Lyric by Will Jennings,An Officer and a Gentleman,True
1982,1983,55,Oscar Best Picture,"Richard Attenborough, Producer",Gandhi,True
1982,1983,55,Oscar Short Film,"Zbigniew Rybczynski, Producer",Tango,True
1982,1983,55,Oscar Short Film,"Christine Oestreicher, Producer",A Shocking Accident,True
1982,1983,55,Oscar Sound,"Robert Knudson, Robert Glass, Don Digirolamo, Gene Cantamessa",E.T. The Extra-Terrestrial,True
1982,1983,55,Oscar Sound Effects Editing,"Charles L. Campbell, Ben Burtt",E.T. The Extra-Terrestrial,True
1982,1983,55,Oscar Visual Effects,"Carlo Rambaldi, Dennis Muren, Kenneth F. Smith",E.T. The Extra-Terrestrial,True
1982,1983,55,Oscar Writing,"Costa-Gavras, Donald Stewart",Missing,True
1982,1983,55,Oscar Writing,John Briley,Gandhi,True
1983,1984,56,Oscar Actor In A Leading Role,Robert Duvall,Tender Mercies,True
1983,1984,56,Oscar Actor In A Supporting Role,Jack Nicholson,Terms of Endearment,True
1983,1984,56,Oscar Actress In A Leading Role,Shirley MacLaine,Terms of Endearment,True
1983,1984,56,Oscar Actress In A Supporting Role,Linda Hunt,The Year of Living Dangerously,True
1983,1984,56,Oscar Art Direction,Anna Asp,Fanny & Alexander,True
1983,1984,56,Oscar Cinematography,Sven Nykvist,Fanny & Alexander,True
1983,1984,56,Oscar Costume Design,Marik Vos,Fanny & Alexander,True
1983,1984,56,Oscar Directing,James L. Brooks,Terms of Endearment,True
1983,1984,56,Oscar Documentary,"Emile Ardolino, Producer",He Makes Me Feel Like Dancin',True
1983,1984,56,Oscar Documentary,"Cynthia Scott and Adam Symansky, Producers",Flamenco at 5:15,True
1983,1984,56,Oscar Film Editing,"Glenn Farr, Lisa Fruchtman, Stephen A. Rotter, Douglas Stewart, Tom Rolf",The Right Stuff,True
1983,1984,56,Oscar Foreign Language Film,Sweden,Fanny & Alexander,True
1983,1984,56,Oscar Music,Bill Conti,The Right Stuff,True
1983,1984,56,Oscar Music,"Song Score by Michel Legrand, Alan Bergman and Marilyn Bergman",Yentl,True
1983,1984,56,Oscar Music,Music by Giorgio Moroder; Lyric by Keith Forsey and Irene Cara,Flashdance,True
1983,1984,56,Oscar Best Picture,"James L. Brooks, Producer",Terms of Endearment,True
1983,1984,56,Oscar Short Film,"Jimmy Picker, Producer",Sundae in New York,True
1983,1984,56,Oscar Short Film,"Janice L. Platt, Producer",Boys and Girls,True
1983,1984,56,Oscar Sound,"Mark Berger, Tom Scott, Randy Thom, David MacMillan",The Right Stuff,True
1983,1984,56,Oscar Sound Effects Editing,Jay Boekelheide,The Right Stuff,True
1983,1984,56,Oscar Writing,James L. Brooks,Terms of Endearment,True
1983,1984,56,Oscar Writing,Horton Foote,Tender Mercies,True
1983,1984,56,Oscar Special Achievement Award,"Richard Edlund, Dennis Muren, Ken Ralston, Phil Tippett",Return of the Jedi,True
1984,1985,57,Oscar Actor In A Leading Role,F. Murray Abraham,Amadeus,True
1984,1985,57,Oscar Actor In A Supporting Role,Haing S. Ngor,The Killing Fields,True
1984,1985,57,Oscar Actress In A Leading Role,Sally Field,Places in the Heart,True
1984,1985,57,Oscar Actress In A Supporting Role,Peggy Ashcroft,A Passage to India,True
1984,1985,57,Oscar Art Direction,Art Direction:  Patrizia Von Brandenstein;  Set Decoration:  Karel Cerny,Amadeus,True
1984,1985,57,Oscar Cinematography,Chris Menges,The Killing Fields,True
1984,1985,57,Oscar Costume Design,Theodor Pistek,Amadeus,True
1984,1985,57,Oscar Directing,Milos Forman,Amadeus,True
1984,1985,57,Oscar Documentary,"Robert Epstein and Richard Schmiechen, Producers",The Times of Harvey Milk,True
1984,1985,57,Oscar Documentary,"Marjorie Hunt and Paul Wagner, Producers",The Stone Carvers,True
1984,1985,57,Oscar Film Editing,Jim Clark,The Killing Fields,True
1984,1985,57,Oscar Foreign Language Film,Switzerland,Dangerous Moves,True
1984,1985,57,Oscar Makeup,"Paul LeBlanc, Dick Smith",Amadeus,True
1984,1985,57,Oscar Music,Maurice Jarre,A Passage to India,True
1984,1985,57,Oscar Music,Prince,Purple Rain,True
1984,1985,57,Oscar Music,Music and Lyric by Stevie Wonder,The Woman in Red,True
1984,1985,57,Oscar Best Picture,"Saul Zaentz, Producer",Amadeus,True
1984,1985,57,Oscar Short Film,"Jon Minnis, Producer",Charade,True
1984,1985,57,Oscar Short Film,"Mike Hoover, Producer",Up,True
1984,1985,57,Oscar Sound,"Mark Berger, Tom Scott, Todd Boekelheide, Chris Newman",Amadeus,True
1984,1985,57,Oscar Visual Effects,"Dennis Muren, Michael McAlister, Lorne Peterson, George Gibbs",Indiana Jones and the Temple of Doom,True
1984,1985,57,Oscar Writing,Peter Shaffer,Amadeus,True
1984,1985,57,Oscar Writing,Robert Benton,Places in the Heart,True
1984,1985,57,Oscar Special Achievement Award,Kay Rose,The River,True
1985,1986,58,Oscar Actor In A Leading Role,William Hurt,Kiss of the Spider Woman,True
1985,1986,58,Oscar Actor In A Supporting Role,Don Ameche,Cocoon,True
1985,1986,58,Oscar Actress In A Leading Role,Geraldine Page,The Trip to Bountiful,True
1985,1986,58,Oscar Actress In A Supporting Role,Anjelica Huston,Prizzi's Honor,True
1985,1986,58,Oscar Art Direction,Art Direction:  Stephen Grimes;  Set Decoration:  Josie MacAvin,Out of Africa,True
1985,1986,58,Oscar Cinematography,David Watkin,Out of Africa,True
1985,1986,58,Oscar Costume Design,Emi Wada,Ran,True
1985,1986,58,Oscar Directing,Sydney Pollack,Out of Africa,True
1985,1986,58,Oscar Documentary,"Maria Florio and Victoria Mudd, Producers",Broken Rainbow,True
1985,1986,58,Oscar Documentary,"David Goodman, Producer",Witness to War: Dr. Charlie Clements,True
1985,1986,58,Oscar Film Editing,Thom Noble,Witness,True
1985,1986,58,Oscar Foreign Language Film,Argentina,The Official Story,True
1985,1986,58,Oscar Makeup,"Michael Westmore, Zoltan Elek",Mask,True
1985,1986,58,Oscar Music,John Barry,Out of Africa,True
1985,1986,58,Oscar Music,Music and Lyric by Lionel Richie,White Nights,True
1985,1986,58,Oscar Best Picture,"Sydney Pollack, Producer",Out of Africa,True
1985,1986,58,Oscar Short Film,"Cilia Van Dijk, Producer",Anna & Bella,True
1985,1986,58,Oscar Short Film,"Jeff Brown and Chris Pelzer, Producers",Molly's Pilgrim,True
1985,1986,58,Oscar Sound,"Chris Jenkins, Gary Alexander, Larry Stensvold, Peter Handford",Out of Africa,True
1985,1986,58,Oscar Sound Effects Editing,"Charles L. Campbell, Robert Rutledge",Back to the Future,True
1985,1986,58,Oscar Visual Effects,"Ken Ralston, Ralph McQuarrie, Scott Farrar, David Berry",Cocoon,True
1985,1986,58,Oscar Writing,Kurt Luedtke,Out of Africa,True
1985,1986,58,Oscar Writing,"Screenplay by Earl W. Wallace, William Kelley;  Story by William Kelley, Pamela Wallace, Earl W. Wallace",Witness,True
1986,1987,59,Oscar Actor In A Leading Role,Paul Newman,The Color of Money,True
1986,1987,59,Oscar Actor In A Supporting Role,Michael Caine,Hannah and Her Sisters,True
1986,1987,59,Oscar Actress In A Leading Role,Marlee Matlin,Children of a Lesser God,True
1986,1987,59,Oscar Actress In A Supporting Role,Dianne Wiest,Hannah and Her Sisters,True
1986,1987,59,Oscar Art Direction,"Art Direction:  Gianni Quaranta, Brian Ackland-Snow;  Set Decoration:  Brian Savegar, Elio Altamura",A Room with a View,True
1986,1987,59,Oscar Cinematography,Chris Menges,The Mission,True
1986,1987,59,Oscar Costume Design,"Jenny Beavan, John Bright",A Room with a View,True
1986,1987,59,Oscar Directing,Oliver Stone,Platoon,True
1986,1987,59,Oscar Documentary,"Brigitte Berman, Producer",Artie Shaw: Time Is All You've Got,True
1986,1987,59,Oscar Documentary,"Joseph Feury and Milton Justice, Producers",Down and Out in America,True
1986,1987,59,Oscar Documentary,"Vivienne Verdon-Roe, Producer","Women--for America, for the World",True
1986,1987,59,Oscar Film Editing,Claire Simpson,Platoon,True
1986,1987,59,Oscar Foreign Language Film,The Netherlands,The Assault,True
1986,1987,59,Oscar Makeup,"Chris Walas, Stephan Dupuis",The Fly,True
1986,1987,59,Oscar Music,Herbie Hancock,'Round Midnight,True
1986,1987,59,Oscar Music,Music by Giorgio Moroder; Lyric by Tom Whitlock,Top Gun,True
1986,1987,59,Oscar Best Picture,"Arnold Kopelson, Producer",Platoon,True
1986,1987,59,Oscar Short Film,"Linda Van Tulden and Willem Thijssen, Producers",A Greek Tragedy,True
1986,1987,59,Oscar Short Film,"Chuck Workman, Producer",Precious Images,True
1986,1987,59,Oscar Sound,"John K. Wilkinson, Richard Rogers, Charles 'Bud' Grenzbach,  Simon Kaye",Platoon,True
1986,1987,59,Oscar Sound Effects Editing,Don Sharpe,Aliens,True
1986,1987,59,Oscar Visual Effects,"Robert Skotak, Stan Winston, John Richardson, Suzanne Benson",Aliens,True
1986,1987,59,Oscar Writing,Ruth Prawer Jhabvala,A Room with a View,True
1986,1987,59,Oscar Writing,Woody Allen,Hannah and Her Sisters,True
1987,1988,60,Oscar Actor In A Leading Role,Michael Douglas,Wall Street,True
1987,1988,60,Oscar Actor In A Supporting Role,Sean Connery,The Untouchables,True
1987,1988,60,Oscar Actress In A Leading Role,Cher,Moonstruck,True
1987,1988,60,Oscar Actress In A Supporting Role,Olympia Dukakis,Moonstruck,True
1987,1988,60,Oscar Art Direction,"Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Bruno Cesari, Osvaldo Desideri",The Last Emperor,True
1987,1988,60,Oscar Cinematography,Vittorio Storaro,The Last Emperor,True
1987,1988,60,Oscar Costume Design,James Acheson,The Last Emperor,True
1987,1988,60,Oscar Directing,Bernardo Bertolucci,The Last Emperor,True
1987,1988,60,Oscar Documentary,"Aviva Slesin, Producer",The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,True
1987,1988,60,Oscar Documentary,"Sue Marx and Pamela Conn, Producers",Young at Heart,True
1987,1988,60,Oscar Film Editing,Gabriella Cristiani,The Last Emperor,True
1987,1988,60,Oscar Foreign Language Film,Denmark,Babette's Feast,True
1987,1988,60,Oscar Makeup,Rick Baker,Harry and the Hendersons,True
1987,1988,60,Oscar Music,"Ryuichi Sakamoto, David Byrne, Cong Su",The Last Emperor,True
1987,1988,60,Oscar Music,"Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte",Dirty Dancing,True
1987,1988,60,Oscar Best Picture,"Jeremy Thomas, Producer",The Last Emperor,True
1987,1988,60,Oscar Short Film,"Frédéric Back, Producer",The Man Who Planted Trees,True
1987,1988,60,Oscar Short Film,"Jonathan Sanger and Jana Sue Memel, Producers",Ray's Male Heterosexual Dance Hall,True
1987,1988,60,Oscar Sound,"Bill Rowe, Ivan Sharrock",The Last Emperor,True
1987,1988,60,Oscar Visual Effects,"Dennis Muren, William George, Harley Jessup, Kenneth Smith",Innerspace,True
1987,1988,60,Oscar Writing,"Mark Peploe, Bernardo Bertolucci",The Last Emperor,True
1987,1988,60,Oscar Writing,John Patrick Shanley,Moonstruck,True
1987,1988,60,Oscar Special Achievement Award,"Stephen Flick, John Pospisil",RoboCop,True
1988,1989,61,Oscar Actor In A Leading Role,Dustin Hoffman,Rain Man,True
1988,1989,61,Oscar Actor In A Supporting Role,Kevin Kline,A Fish Called Wanda,True
1988,1989,61,Oscar Actress In A Leading Role,Jodie Foster,The Accused,True
1988,1989,61,Oscar Actress In A Supporting Role,Geena Davis,The Accidental Tourist,True
1988,1989,61,Oscar Art Direction,Art Direction:  Stuart Craig;  Set Decoration:  Gerard James,Dangerous Liaisons,True
1988,1989,61,Oscar Cinematography,Peter Biziou,Mississippi Burning,True
1988,1989,61,Oscar Costume Design,James Acheson,Dangerous Liaisons,True
1988,1989,61,Oscar Directing,Barry Levinson,Rain Man,True
1988,1989,61,Oscar Documentary,"Marcel Ophuls, Producer",Hotel Terminus: The Life and Times of Klaus Barbie,True
1988,1989,61,Oscar Documentary,"William Guttentag and Malcolm Clarke, Producers",You Don't Have to Die,True
1988,1989,61,Oscar Film Editing,Arthur Schmidt,Who Framed Roger Rabbit,True
1988,1989,61,Oscar Foreign Language Film,Denmark,Pelle the Conqueror,True
1988,1989,61,Oscar Makeup,"Ve Neill, Steve La Porte, Robert Short",Beetlejuice,True
1988,1989,61,Oscar Music,Dave Grusin,The Milagro Beanfield War,True
1988,1989,61,Oscar Music,Music and Lyric by Carly Simon,Working Girl,True
1988,1989,61,Oscar Best Picture,"Mark Johnson, Producer",Rain Man,True
1988,1989,61,Oscar Short Film,"John Lasseter, William Reeves",Tin Toy,True
1988,1989,61,Oscar Short Film,"Dean Parisot, Steven Wright",The Appointments of Dennis Jennings,True
1988,1989,61,Oscar Sound,"Les Fresholtz, Dick Alexander, Vern Poore, Willie D. Burton",Bird,True
1988,1989,61,Oscar Sound Effects Editing,"Charles L. Campbell, Louis L. Edemann",Who Framed Roger Rabbit,True
1988,1989,61,Oscar Visual Effects,"Ken Ralston, Richard Williams, Edward Jones, George Gibbs",Who Framed Roger Rabbit,True
1988,1989,61,Oscar Writing,Christopher Hampton,Dangerous Liaisons,True
1988,1989,61,Oscar Writing,"Screenplay by Ronald Bass, Barry Morrow;  Story by Barry Morrow",Rain Man,True
1989,1990,62,Oscar Actor In A Leading Role,Daniel Day Lewis,My Left Foot,True
1989,1990,62,Oscar Actor In A Supporting Role,Denzel Washington,Glory,True
1989,1990,62,Oscar Actress In A Leading Role,Jessica Tandy,Driving Miss Daisy,True
1989,1990,62,Oscar Actress In A Supporting Role,Brenda Fricker,My Left Foot,True
1989,1990,62,Oscar Art Direction,Art Direction:  Anton Furst;  Set Decoration:  Peter Young,Batman,True
1989,1990,62,Oscar Cinematography,Freddie Francis,Glory,True
1989,1990,62,Oscar Costume Design,Phyllis Dalton,Henry V,True
1989,1990,62,Oscar Directing,Oliver Stone,Born on the Fourth of July,True
1989,1990,62,Oscar Documentary,"Robert Epstein and Bill Couturié, Producers",Common Threads: Stories from the Quilt,True
1989,1990,62,Oscar Documentary,"Charles Guggenheim, Producer",The Johnstown Flood,True
1989,1990,62,Oscar Film Editing,"David Brenner, Joe Hutshing",Born on the Fourth of July,True
1989,1990,62,Oscar Foreign Language Film,Italy,Cinema Paradiso,True
1989,1990,62,Oscar Makeup,"Manlio Rocchetti, Lynn Barber, Kevin Haney",Driving Miss Daisy,True
1989,1990,62,Oscar Music,Alan Menken,The Little Mermaid,True
1989,1990,62,Oscar Music,Music by Alan Menken; Lyric by Howard Ashman,The Little Mermaid,True
1989,1990,62,Oscar Best Picture,"Richard D. Zanuck and Lili Fini Zanuck, Producers",Driving Miss Daisy,True
1989,1990,62,Oscar Short Film,"Christoph Lauenstein, Wolfgang Lauenstein",Balance,True
1989,1990,62,Oscar Short Film,James Hendrie,Work Experience,True
1989,1990,62,Oscar Sound,"Donald O. Mitchell, Gregg C. Rudloff, Elliot Tyson, Russell Williams II",Glory,True
1989,1990,62,Oscar Sound Effects Editing,"Ben Burtt, Richard Hymns",Indiana Jones and the Last Crusade,True
1989,1990,62,Oscar Visual Effects,"John Bruno, Dennis Muren, Hoyt Yeatman, Dennis Skotak",The Abyss,True
1989,1990,62,Oscar Writing,Alfred Uhry,Driving Miss Daisy,True
1989,1990,62,Oscar Writing,Tom Schulman,Dead Poets Society,True
1990,1991,63,Oscar Actor In A Leading Role,Jeremy Irons,Reversal of Fortune,True
1990,1991,63,Oscar Actor In A Supporting Role,Joe Pesci,Good Fellas,True
1990,1991,63,Oscar Actress In A Leading Role,Kathy Bates,Misery,True
1990,1991,63,Oscar Actress In A Supporting Role,Whoopi Goldberg,Ghost,True
1990,1991,63,Oscar Art Direction,Art Direction:  Richard Sylbert;  Set Decoration:  Rick Simpson,Dick Tracy,True
1990,1991,63,Oscar Cinematography,Dean Semler,Dances With Wolves,True
1990,1991,63,Oscar Costume Design,Franca Squarciapino,Cyrano de Bergerac,True
1990,1991,63,Oscar Directing,Kevin Costner,Dances With Wolves,True
1990,1991,63,Oscar Documentary,"Barbara Kopple and Arthur Cohn, Producers",American Dream,True
1990,1991,63,Oscar Documentary,"Steven Okazaki, Producer",Days of Waiting,True
1990,1991,63,Oscar Film Editing,Neil Travis,Dances With Wolves,True
1990,1991,63,Oscar Foreign Language Film,Switzerland,Journey of Hope,True
1990,1991,63,Oscar Makeup,"John Caglione, Jr., Doug Drexler",Dick Tracy,True
1990,1991,63,Oscar Music,John Barry,Dances With Wolves,True
1990,1991,63,Oscar Music,Music and Lyric by Stephen Sondheim,Dick Tracy,True
1990,1991,63,Oscar Best Picture,"Jim Wilson and Kevin Costner, Producers",Dances With Wolves,True
1990,1991,63,Oscar Short Film,Nick Park,Creature Comforts,True
1990,1991,63,Oscar Short Film,Adam Davidson,The Lunch Date,True
1990,1991,63,Oscar Sound,"Jeffrey Perkins, Bill W. Benton, Greg Watkins, Russell Williams II",Dances With Wolves,True
1990,1991,63,Oscar Sound Effects Editing,"Cecelia Hall, George Watters II",The Hunt for Red October,True
1990,1991,63,Oscar Writing,Michael Blake,Dances With Wolves,True
1990,1991,63,Oscar Writing,Bruce Joel Rubin,Ghost,True
1990,1991,63,Oscar Special Achievement Award,"Eric Brevig, Rob Bottin, Tim McGovern, Alex Funke",Total Recall,True
1991,1992,64,Oscar Actor In A Leading Role,Anthony Hopkins,The Silence of the Lambs,True
1991,1992,64,Oscar Actor In A Supporting Role,Jack Palance,City Slickers,True
1991,1992,64,Oscar Actress In A Leading Role,Jodie Foster,The Silence of the Lambs,True
1991,1992,64,Oscar Actress In A Supporting Role,Mercedes Ruehl,The Fisher King,True
1991,1992,64,Oscar Art Direction,Art Direction:  Dennis Gassner;  Set Decoration:  Nancy Haigh,Bugsy,True
1991,1992,64,Oscar Cinematography,Robert Richardson,JFK,True
1991,1992,64,Oscar Costume Design,Albert Wolsky,Bugsy,True
1991,1992,64,Oscar Directing,Jonathan Demme,The Silence of the Lambs,True
1991,1992,64,Oscar Documentary,"Allie Light and Irving Saraf, Producers",In the Shadow of the Stars,True
1991,1992,64,Oscar Documentary,"Debra Chasnoff, Producer","Deadly Deception: General Electric, Nuclear Weapons and Our Environment",True
1991,1992,64,Oscar Film Editing,"Joe Hutshing, Pietro Scalia",JFK,True
1991,1992,64,Oscar Foreign Language Film,Italy,Mediterraneo,True
1991,1992,64,Oscar Makeup,"Stan Winston, Jeff Dawn",Terminator 2: Judgment Day,True
1991,1992,64,Oscar Music,Alan Menken,Beauty and the Beast,True
1991,1992,64,Oscar Music,Music by Alan Menken; Lyric by Howard Ashman,Beauty and the Beast,True
1991,1992,64,Oscar Best Picture,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",The Silence of the Lambs,True
1991,1992,64,Oscar Short Film,Daniel Greaves,Manipulation,True
1991,1992,64,Oscar Short Film,"Seth Winston, Rob Fried",Session Man,True
