year_film,year_ceremony,ceremony,category,name,film,winner
1946,1947,19,Oscar Music,Music by Harry Warren; Lyrics by Johnny Mercer,The Harvey Girls,True
1946,1947,19,Oscar Best Motion Picture,Samuel Goldwyn Productions,The Best Years of Our Lives,True
1946,1947,19,Oscar Short Subject,"Frederick Quimby, Producer",The Cat Concerto,True
1946,1947,19,Oscar Short Subject,"Gordon Hollingshead, Producer",Facing Your Danger,True
1946,1947,19,Oscar Short Subject,"Gordon Hollingshead, Producer",A Boy and His Dog,True
1946,1947,19,Oscar Sound Recording,"Columbia Studio Sound Department, John Livadary, Sound Director",The Jolson Story,True
1946,1947,19,Oscar Special Effects,Special Visual Effects by Thomas Howard,Blithe Spirit,True
1946,1947,19,Oscar Writing,Clemence Dane,Vacation from Marriage,True
1946,1947,19,Oscar Writing,"Muriel Box, Sydney Box",The Seventh Veil,True
1946,1947,19,Oscar Writing,Robert E. Sherwood,The Best Years of Our Lives,True
1947,1948,20,Oscar Actor,Ronald Colman,A Double Life,True
1947,1948,20,Oscar Actor In A Supporting Role,Edmund Gwenn,Miracle on 34th Street,True
1947,1948,20,Oscar Actress,Loretta Young,The Farmer's Daughter,True
1947,1948,20,Oscar Actress In A Supporting Role,Celeste Holm,Gentleman's Agreement,True
1947,1948,20,Oscar Art Direction,Art Direction:  John Bryan;  Set Decoration:  Wilfred Shingleton,Great Expectations,True
1947,1948,20,Oscar Art Direction,Art Direction:  Alfred Junge;  Set Decoration:  Alfred Junge,Black Narcissus,True
1947,1948,20,Oscar Cinematography,Guy Green,Great Expectations,True
1947,1948,20,Oscar Cinematography,Jack Cardiff,Black Narcissus,True
1947,1948,20,Oscar Directing,Elia Kazan,Gentleman's Agreement,True
1947,1948,20,Oscar Documentary,"Sid Rogell, Executive Producer;  Theron Warth and Richard O. Fleischer, Producers",Design for Death,True
1947,1948,20,Oscar Documentary,United Nations Division of Films and Visual Information,First Steps,True
1947,1948,20,Oscar Film Editing,"Francis Lyon, Robert Parrish",Body and Soul,True
1947,1948,20,Oscar Music,Dr. Miklos Rozsa,A Double Life,True
1947,1948,20,Oscar Music,Alfred Newman,Mother Wore Tights,True
1947,1948,20,Oscar Music,Music by Allie Wrubel; Lyrics by Ray Gilbert,Song of the South,True
1947,1948,20,Oscar Best Motion Picture,20th Century-Fox,Gentleman's Agreement,True
1947,1948,20,Oscar Short Subject,"Edward Selzer, Producer",Tweetie Pie,True
1947,1948,20,Oscar Short Subject,"Herbert Moulton, Producer",Good-bye Miss Turlock,True
1947,1948,20,Oscar Short Subject,"Irving Allen, Producer",Climbing the Matterhorn,True
1947,1948,20,Oscar Sound Recording,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",The Bishop's Wife,True
1947,1948,20,Oscar Special Effects,"Special Visual Effects by A. Arnold Gillespie, Warren Newcombe; Special Audible Effects by Douglas Shearer, Michael Steinore",Green Dolphin Street,True
1947,1948,20,Oscar Writing,Valentine Davies,Miracle on 34th Street,True
1947,1948,20,Oscar Writing,Sidney Sheldon,The Bachelor and the Bobby-Soxer,True
1947,1948,20,Oscar Writing,George Seaton,Miracle on 34th Street,True
1948,1949,21,Oscar Actor,Laurence Olivier,Hamlet,True
1948,1949,21,Oscar Actor In A Supporting Role,Walter Huston,The Treasure of the Sierra Madre,True
1948,1949,21,Oscar Actress,Jane Wyman,Johnny Belinda,True
1948,1949,21,Oscar Actress In A Supporting Role,Claire Trevor,Key Largo,True
1948,1949,21,Oscar Art Direction,Art Direction:  Roger K. Furse;  Set Decoration:  Carmen Dillon,Hamlet,True
1948,1949,21,Oscar Art Direction,Art Direction:  Hein Heckroth;  Set Decoration:  Arthur Lawson,The Red Shoes,True
1948,1949,21,Oscar Cinematography,William Daniels,The Naked City,True
1948,1949,21,Oscar Cinematography,"Joseph Valentine, William V. Skall, Winton Hoch",Joan of Arc,True
1948,1949,21,Oscar Costume Design,Roger K. Furse,Hamlet,True
1948,1949,21,Oscar Costume Design,"Dorothy Jeakins, Karinska",Joan of Arc,True
1948,1949,21,Oscar Directing,John Huston,The Treasure of the Sierra Madre,True
1948,1949,21,Oscar Documentary,"Orville O. Dull, Producer",The Secret Land,True
1948,1949,21,Oscar Documentary,United States Army,Toward Independence,True
1948,1949,21,Oscar Film Editing,Paul Weatherwax,The Naked City,True
1948,1949,21,Oscar Music,Brian Easdale,The Red Shoes,True
1948,1949,21,Oscar Music,"Johnny Green, Roger Edens",Easter Parade,True
1948,1949,21,Oscar Music,Music and Lyrics by Jay Livingston and Ray Evans,The Paleface,True
1948,1949,21,Oscar Best Motion Picture,J. Arthur Rank-Two Cities Films,Hamlet,True
1948,1949,21,Oscar Short Subject,"Fred Quimby, Producer",The Little Orphan,True
1948,1949,21,Oscar Short Subject,"Edmund H. Reek, Producer",Symphony of a City,True
1948,1949,21,Oscar Short Subject,"Walt Disney, Producer",Seal Island,True
1948,1949,21,Oscar Sound Recording,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",The Snake Pit,True
1948,1949,21,Oscar Special Effects,"Special Visual Effects by Paul Eagler, J. McMillan Johnson, Russell Shearman, Clarence Slifer; Special Audible Effects by Charles Freeman, James G. Stewart",Portrait of Jennie,True
1948,1949,21,Oscar Writing,"Richard Schweizer, David Wechsler",The Search,True
1948,1949,21,Oscar Writing,John Huston,The Treasure of the Sierra Madre,True
1949,1950,22,Oscar Actor,Broderick Crawford,All the King's Men,True
1949,1950,22,Oscar Actor In A Supporting Role,Dean Jagger,Twelve O'Clock High,True
1949,1950,22,Oscar Actress,Olivia de Havilland,The Heiress,True
1949,1950,22,Oscar Actress In A Supporting Role,Mercedes McCambridge,All the King's Men,True
1949,1950,22,Oscar Art Direction,"Art Direction:  Harry Horner, John Meehan;  Set Decoration:  Emile Kuri",The Heiress,True
1949,1950,22,Oscar Art Direction,"Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Jack D. Moore",Little Women,True
1949,1950,22,Oscar Cinematography,Paul C. Vogel,Battleground,True
1949,1950,22,Oscar Cinematography,Winton Hoch,She Wore a Yellow Ribbon,True
1949,1950,22,Oscar Costume Design,"Edith Head, Gile Steele",The Heiress,True
1949,1950,22,Oscar Costume Design,"Leah Rhodes, Travilla, Marjorie Best",The Adventures of Don Juan,True
1949,1950,22,Oscar Directing,Joseph L. Mankiewicz,A Letter to Three Wives,True
1949,1950,22,Oscar Documentary,Crown Film Unit,Daybreak in Udi,True
1949,1950,22,Oscar Documentary,"Richard de Rochemont, Producer",A Chance to Live,True
1949,1950,22,Oscar Documentary,"Edward Selzer, Producer",So Much for So Little,True
1949,1950,22,Oscar Film Editing,Harry Gerstad,Champion,True
1949,1950,22,Oscar Music,Aaron Copland,The Heiress,True
1949,1950,22,Oscar Music,"Roger Edens, Lennie Hayton",On the Town,True
1949,1950,22,Oscar Music,Music and Lyrics by Frank Loesser,Neptune's Daughter,True
1949,1950,22,Oscar Best Motion Picture,Robert Rossen Productions,All the King's Men,True
1949,1950,22,Oscar Short Subject,"Edward Selzer, Producer",For Scent-Imental Reasons,True
1949,1950,22,Oscar Short Subject,"Jack Eaton, Producer",Aquatic House-Party,True
1949,1950,22,Oscar Short Subject,"Gaston Diehl and Robert Haessens, Producers",Van Gogh,True
1949,1950,22,Oscar Sound Recording,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",Twelve O'Clock High,True
1949,1950,22,Oscar Special Effects,ARKO Productions,Mighty Joe Young,True
1949,1950,22,Oscar Writing,Douglas Morrow,The Stratton Story,True
1949,1950,22,Oscar Writing,Joseph L. Mankiewicz,A Letter to Three Wives,True
1949,1950,22,Oscar Writing,Robert Pirosh,Battleground,True
1950,1951,23,Oscar Actor,José Ferrer,Cyrano de Bergerac,True
1950,1951,23,Oscar Actor In A Supporting Role,George Sanders,All about Eve,True
1950,1951,23,Oscar Actress,Judy Holliday,Born Yesterday,True
1950,1951,23,Oscar Actress In A Supporting Role,Josephine Hull,Harvey,True
1950,1951,23,Oscar Art Direction,"Art Direction:  Hans Dreier, John Meehan;  Set Decoration:  Sam Comer, Ray Moyer",Sunset Blvd.,True
1950,1951,23,Oscar Art Direction,"Art Direction:  Hans Dreier, Walter Tyler;  Set Decoration:  Sam Comer, Ray Moyer",Samson and Delilah,True
1950,1951,23,Oscar Cinematography,Robert Krasker,The Third Man,True
1950,1951,23,Oscar Cinematography,Robert Surtees,King Solomon's Mines,True
1950,1951,23,Oscar Costume Design,"Edith Head, Charles LeMaire",All about Eve,True
1950,1951,23,Oscar Costume Design,"Edith Head, Dorothy Jeakins, Elois Jenssen, Gile Steele, Gwen Wakeling",Samson and Delilah,True
1950,1951,23,Oscar Directing,Joseph L. Mankiewicz,All about Eve,True
1950,1951,23,Oscar Documentary,"Robert Snyder, Producer",The Titan: Story of Michelangelo,True
1950,1951,23,Oscar Documentary,"Edmund Reek, Producer",Why Korea?,True
1950,1951,23,Oscar Film Editing,"Ralph E. Winters, Conrad A. Nervig",King Solomon's Mines,True
1950,1951,23,Oscar Music,Franz Waxman,Sunset Blvd.,True
1950,1951,23,Oscar Music,"Adolph Deutsch, Roger Edens",Annie Get Your Gun,True
1950,1951,23,Oscar Music,Music and Lyrics by Ray Evans and Jay Livingston,"Captain Carey, U.S.A.",True
1950,1951,23,Oscar Best Motion Picture,20th Century-Fox,All about Eve,True
1950,1951,23,Oscar Short Subject,"Stephen Bosustow, Producer",Gerald McBoing-Boing,True
1950,1951,23,Oscar Short Subject,"Gordon Hollingshead, Producer",Grandad of Races,True
1950,1951,23,Oscar Short Subject,"Walt Disney, Producer",In Beaver Valley,True
1950,1951,23,Oscar Sound Recording,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",All about Eve,True
1950,1951,23,Oscar Special Effects,George Pal Productions,Destination Moon,True
1950,1951,23,Oscar Writing,"Edna Anhalt, Edward Anhalt",Panic in the Streets,True
1950,1951,23,Oscar Writing,Joseph L. Mankiewicz,All about Eve,True
1950,1951,23,Oscar Writing,"Charles Brackett, Billy Wilder, D. M. Marshman, Jr.",Sunset Blvd.,True
1951,1952,24,Oscar Actor,Humphrey Bogart,The African Queen,True
1951,1952,24,Oscar Actor In A Supporting Role,Karl Malden,A Streetcar Named Desire,True
1951,1952,24,Oscar Actress,Vivien Leigh,A Streetcar Named Desire,True
1951,1952,24,Oscar Actress In A Supporting Role,Kim Hunter,A Streetcar Named Desire,True
1951,1952,24,Oscar Art Direction,Art Direction:  Richard Day;  Set Decoration:  George James Hopkins,A Streetcar Named Desire,True
1951,1952,24,Oscar Art Direction,"Art Direction:  Cedric Gibbons, Preston Ames;  Set Decoration:  Edwin B. Willis, Keogh Gleason",An American in Paris,True
1951,1952,24,Oscar Cinematography,William C. Mellor,A Place in the Sun,True
1951,1952,24,Oscar Cinematography,Alfred Gilks; Ballet Photography by John Alton,An American in Paris,True
1951,1952,24,Oscar Costume Design,Edith Head,A Place in the Sun,True
1951,1952,24,Oscar Costume Design,"Orry-Kelly, Walter Plunkett, Irene Sharaff",An American in Paris,True
1951,1952,24,Oscar Directing,George Stevens,A Place in the Sun,True
1951,1952,24,Oscar Documentary,"Olle Nordemar, Producer",Kon-Tiki,True
1951,1952,24,Oscar Documentary,'Made by Fred Zinnemann with the cooperation of Paramount Pictures Corporation for the Los Angeles Orthopaedic Hospital',Benjy,True
1951,1952,24,Oscar Film Editing,William Hornbeck,A Place in the Sun,True
1951,1952,24,Oscar Music,Franz Waxman,A Place in the Sun,True
1951,1952,24,Oscar Music,"Johnny Green, Saul Chaplin",An American in Paris,True
1951,1952,24,Oscar Music,Music by Hoagy Carmichael; Lyrics by Johnny Mercer,Here Comes the Groom,True
1951,1952,24,Oscar Best Motion Picture,"Arthur Freed, Producer",An American in Paris,True
1951,1952,24,Oscar Short Subject,"Fred Quimby, Producer",The Two Mouseketeers,True
1951,1952,24,Oscar Short Subject,"Robert Youngson, Producer",World of Kids,True
1951,1952,24,Oscar Short Subject,"Walt Disney, Producer",Nature's Half Acre,True
1951,1952,24,Oscar Sound Recording,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",The Great Caruso,True
1951,1952,24,Oscar Special Effects,Paramount,When Worlds Collide,True
1951,1952,24,Oscar Writing,"Paul Dehn, James Bernard",Seven Days to Noon,True
1951,1952,24,Oscar Writing,"Michael Wilson, Harry Brown",A Place in the Sun,True
1951,1952,24,Oscar Writing,Alan Jay Lerner,An American in Paris,True
1952,1953,25,Oscar Actor,Gary Cooper,High Noon,True
1952,1953,25,Oscar Actor In A Supporting Role,Anthony Quinn,Viva Zapata!,True
1952,1953,25,Oscar Actress,Shirley Booth,"Come Back, Little Sheba",True
1952,1953,25,Oscar Actress In A Supporting Role,Gloria Grahame,The Bad and the Beautiful,True
1952,1953,25,Oscar Art Direction,"Art Direction:  Cedric Gibbons, Edward Carfagno;  Set Decoration:  Edwin B. Willis, Keogh Gleason",The Bad and the Beautiful,True
1952,1953,25,Oscar Art Direction,Art Direction:  Paul Sheriff;  Set Decoration:  Marcel Vertes,Moulin Rouge,True
1952,1953,25,Oscar Cinematography,Robert Surtees,The Bad and the Beautiful,True
1952,1953,25,Oscar Cinematography,"Winton C. Hoch, Archie Stout",The Quiet Man,True
1952,1953,25,Oscar Costume Design,Helen Rose,The Bad and the Beautiful,True
1952,1953,25,Oscar Costume Design,Marcel Vertes,Moulin Rouge,True
1952,1953,25,Oscar Directing,John Ford,The Quiet Man,True
1952,1953,25,Oscar Documentary,"Irwin Allen, Producer",The Sea around Us,True
1952,1953,25,Oscar Documentary,"Norman McLaren, Producer",Neighbours,True
1952,1953,25,Oscar Film Editing,"Elmo Williams, Harry Gerstad",High Noon,True
1952,1953,25,Oscar Music,Dimitri Tiomkin,High Noon,True
1952,1953,25,Oscar Music,Alfred Newman,With a Song in My Heart,True
1952,1953,25,Oscar Music,Music by Dimitri Tiomkin; Lyrics by Ned Washington,High Noon,True
1952,1953,25,Oscar Best Motion Picture,"Cecil B. DeMille, Producer",The Greatest Show on Earth,True
1952,1953,25,Oscar Short Subject,"Fred Quimby, Producer",Johann Mouse,True
1952,1953,25,Oscar Short Subject,"Boris Vermont, Producer",Light in the Window: The Art of Vermeer,True
1952,1953,25,Oscar Short Subject,"Walt Disney, Producer",Water Birds,True
1952,1953,25,Oscar Sound Recording,London Film Sound Department,Breaking the Sound Barrier,True
1952,1953,25,Oscar Special Effects,Metro-Goldwyn-Mayer,Plymouth Adventure,True
1952,1953,25,Oscar Writing,"Fredric M. Frank, Theodore St. John, Frank Cavett",The Greatest Show on Earth,True
1952,1953,25,Oscar Writing,Charles Schnee,The Bad and the Beautiful,True
1952,1953,25,Oscar Writing,T. E. B. Clarke,The Lavender Hill Mob,True
1953,1954,26,Oscar Actor,William Holden,Stalag 17,True
1953,1954,26,Oscar Actor In A Supporting Role,Frank Sinatra,From Here to Eternity,True
1953,1954,26,Oscar Actress,Audrey Hepburn,Roman Holiday,True
1953,1954,26,Oscar Actress In A Supporting Role,Donna Reed,From Here to Eternity,True
1953,1954,26,Oscar Art Direction,"Art Direction:  Cedric Gibbons, Edward Carfagno;  Set Decoration:  Edwin B. Willis, Hugh Hunt",Julius Caesar,True
1953,1954,26,Oscar Art Direction,"Art Direction:  Lyle Wheeler, George W. Davis;  Set Decoration:  Walter M. Scott, Paul S. Fox",The Robe,True
1953,1954,26,Oscar Cinematography,Burnett Guffey,From Here to Eternity,True
1953,1954,26,Oscar Cinematography,Loyal Griggs,Shane,True
1953,1954,26,Oscar Costume Design,Edith Head,Roman Holiday,True
1953,1954,26,Oscar Costume Design,"Charles LeMaire, Emile Santiago",The Robe,True
1953,1954,26,Oscar Directing,Fred Zinnemann,From Here to Eternity,True
1953,1954,26,Oscar Documentary,"Walt Disney, Producer",The Living Desert,True
1953,1954,26,Oscar Documentary,"Walt Disney, Producer",The Alaskan Eskimo,True
1953,1954,26,Oscar Film Editing,William Lyon,From Here to Eternity,True
1953,1954,26,Oscar Music,Bronislau Kaper,Lili,True
1953,1954,26,Oscar Music,Alfred Newman,Call Me Madam,True
1953,1954,26,Oscar Music,Music by Sammy Fain; Lyrics by Paul Francis Webster,Calamity Jane,True
1953,1954,26,Oscar Best Motion Picture,"Buddy Adler, Producer",From Here to Eternity,True
1953,1954,26,Oscar Short Subject,"Walt Disney, Producer","Toot, Whistle, Plunk and Boom",True
1953,1954,26,Oscar Short Subject,"Johnny Green, Producer",The Merry Wives of Windsor Overture,True
1953,1954,26,Oscar Short Subject,"Walt Disney, Producer",Bear Country,True
1953,1954,26,Oscar Sound Recording,"Columbia Studio Sound Department, John P. Livadary, Sound Director",From Here to Eternity,True
1953,1954,26,Oscar Special Effects,Paramount Studio,The War of the Worlds,True
1953,1954,26,Oscar Writing,Dalton Trumbo,Roman Holiday,True
1953,1954,26,Oscar Writing,Daniel Taradash,From Here to Eternity,True
1953,1954,26,Oscar Writing,"Charles Brackett, Walter Reisch, Richard Breen",Titanic,True
1954,1955,27,Oscar Actor,Marlon Brando,On the Waterfront,True
1954,1955,27,Oscar Actor In A Supporting Role,Edmond O'Brien,The Barefoot Contessa,True
1954,1955,27,Oscar Actress,Grace Kelly,The Country Girl,True
1954,1955,27,Oscar Actress In A Supporting Role,Eva Marie Saint,On the Waterfront,True
1954,1955,27,Oscar Art Direction,Richard Day,On the Waterfront,True
1954,1955,27,Oscar Art Direction,Art Direction:  John Meehan;  Set Decoration:  Emile Kuri,"20,000 Leagues under the Sea",True
1954,1955,27,Oscar Cinematography,Boris Kaufman,On the Waterfront,True
1954,1955,27,Oscar Cinematography,Milton Krasner,Three Coins in the Fountain,True
1954,1955,27,Oscar Costume Design,Edith Head,Sabrina,True
1954,1955,27,Oscar Costume Design,Sanzo Wada,Gate of Hell,True
1954,1955,27,Oscar Directing,Elia Kazan,On the Waterfront,True
1954,1955,27,Oscar Documentary,"Walt Disney, Producer",The Vanishing Prairie,True
1954,1955,27,Oscar Documentary,World Wide Pictures and Morse Films,Thursday's Children,True
1954,1955,27,Oscar Film Editing,Gene Milford,On the Waterfront,True
1954,1955,27,Oscar Music,Dimitri Tiomkin,The High and the Mighty,True
1954,1955,27,Oscar Music,"Adolph Deutsch, Saul Chaplin",Seven Brides for Seven Brothers,True
1954,1955,27,Oscar Music,Music by Jule Styne; Lyrics by Sammy Cahn,Three Coins in the Fountain,True
1954,1955,27,Oscar Best Motion Picture,"Sam Spiegel, Producer",On the Waterfront,True
1954,1955,27,Oscar Short Subject,"Stephen Bosustow, Producer",When Magoo Flew,True
